n,p,k,temperature,humidity,ph,rainfall,label,crop_std,country,crop,year,unit,yield,yield_foodgrains,yield_oilseeds,n_norm,p_norm,k_norm,temperature_norm,humidity_norm,ph_norm,rainfall_norm,year_norm,yield_norm,yield_foodgrains_norm
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice,rice,India,Rice,2010,kg/ha,3358.7,2592.54,,0.75,0.28,0.9333333333333333,0.31929095893482085,0.9000794775004615,0.5230843892078086,0.5980613537866464,0.0,0.47741200715873944,1.0
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice,rice,India,Rice,2011,kg/ha,3587.8,2592.54,,0.75,0.28,0.9333333333333333,0.31929095893482085,0.9000794775004615,0.5230843892078086,0.5980613537866464,0.07692307692307693,0.601659526004664,1.0
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice,rice,India,Rice,2012,kg/ha,3690.9,2592.54,,0.75,0.28,0.9333333333333333,0.31929095893482085,0.9000794775004615,0.5230843892078086,0.5980613537866464,0.15384615384615385,0.6575736211291284,1.0
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice,rice,India,Rice,2013,kg/ha,3624.3,2592.54,,0.75,0.28,0.9333333333333333,0.31929095893482085,0.9000794775004615,0.5230843892078086,0.5980613537866464,0.23076923076923078,0.6214545257334997,1.0
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice,rice,India,Rice,2014,kg/ha,3586.8,2592.54,,0.75,0.28,0.9333333333333333,0.31929095893482085,0.9000794775004615,0.5230843892078086,0.5980613537866464,0.3076923076923077,0.6011171972449699,1.0
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice,rice,India,Rice,2015,kg/ha,3600.2,2592.54,,0.75,0.28,0.9333333333333333,0.31929095893482085,0.9000794775004615,0.5230843892078086,0.5980613537866464,0.38461538461538464,0.608384402624871,1.0
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice,rice,India,Rice,2016,kg/ha,3740.1,2592.54,,0.75,0.28,0.9333333333333333,0.31929095893482085,0.9000794775004615,0.5230843892078086,0.5980613537866464,0.46153846153846156,0.6842561961060794,1.0
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice,rice,India,Rice,2017,kg/ha,3863.7,2592.54,,0.75,0.28,0.9333333333333333,0.31929095893482085,0.9000794775004615,0.5230843892078086,0.5980613537866464,0.5384615384615384,0.7512880308042733,1.0
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice,rice,India,Rice,2018,kg/ha,3956.7,2592.54,,0.75,0.28,0.9333333333333333,0.31929095893482085,0.9000794775004615,0.5230843892078086,0.5980613537866464,0.6153846153846154,0.8017246054558271,1.0
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice,rice,India,Rice,2019,kg/ha,4083.6,2592.54,,0.75,0.28,0.9333333333333333,0.31929095893482085,0.9000794775004615,0.5230843892078086,0.5980613537866464,0.6923076923076923,0.8705461250610118,1.0
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice,rice,India,Rice,2020,kg/ha,4075.7,2592.54,,0.75,0.28,0.9333333333333333,0.31929095893482085,0.9000794775004615,0.5230843892078086,0.5980613537866464,0.7692307692307693,0.8662617278594282,1.0
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice,rice,India,Rice,2021,kg/ha,4196.2,2592.54,,0.75,0.28,0.9333333333333333,0.31929095893482085,0.9000794775004615,0.5230843892078086,0.5980613537866464,0.8461538461538461,0.9316123434025705,1.0
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice,rice,India,Rice,2022,kg/ha,4257.1,2592.54,,0.75,0.28,0.9333333333333333,0.31929095893482085,0.9000794775004615,0.5230843892078086,0.5980613537866464,0.9230769230769231,0.964640164867943,1.0
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice,rice,India,Rice,2023,kg/ha,4322.3,2592.54,,0.75,0.28,0.9333333333333333,0.31929095893482085,0.9000794775004615,0.5230843892078086,0.5980613537866464,1.0,1.0,1.0
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,rice,India,Rice,2010,kg/ha,3358.7,2592.54,,0.625,0.92,0.8666666666666667,0.41950567489618074,0.8433843691956721,0.7099791608572212,0.6977635960437543,0.0,0.47741200715873944,1.0
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,rice,India,Rice,2011,kg/ha,3587.8,2592.54,,0.625,0.92,0.8666666666666667,0.41950567489618074,0.8433843691956721,0.7099791608572212,0.6977635960437543,0.07692307692307693,0.601659526004664,1.0
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,rice,India,Rice,2012,kg/ha,3690.9,2592.54,,0.625,0.92,0.8666666666666667,0.41950567489618074,0.8433843691956721,0.7099791608572212,0.6977635960437543,0.15384615384615385,0.6575736211291284,1.0
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,rice,India,Rice,2013,kg/ha,3624.3,2592.54,,0.625,0.92,0.8666666666666667,0.41950567489618074,0.8433843691956721,0.7099791608572212,0.6977635960437543,0.23076923076923078,0.6214545257334997,1.0
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,rice,India,Rice,2014,kg/ha,3586.8,2592.54,,0.625,0.92,0.8666666666666667,0.41950567489618074,0.8433843691956721,0.7099791608572212,0.6977635960437543,0.3076923076923077,0.6011171972449699,1.0
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,rice,India,Rice,2015,kg/ha,3600.2,2592.54,,0.625,0.92,0.8666666666666667,0.41950567489618074,0.8433843691956721,0.7099791608572212,0.6977635960437543,0.38461538461538464,0.608384402624871,1.0
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,rice,India,Rice,2016,kg/ha,3740.1,2592.54,,0.625,0.92,0.8666666666666667,0.41950567489618074,0.8433843691956721,0.7099791608572212,0.6977635960437543,0.46153846153846156,0.6842561961060794,1.0
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,rice,India,Rice,2017,kg/ha,3863.7,2592.54,,0.625,0.92,0.8666666666666667,0.41950567489618074,0.8433843691956721,0.7099791608572212,0.6977635960437543,0.5384615384615384,0.7512880308042733,1.0
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,rice,India,Rice,2018,kg/ha,3956.7,2592.54,,0.625,0.92,0.8666666666666667,0.41950567489618074,0.8433843691956721,0.7099791608572212,0.6977635960437543,0.6153846153846154,0.8017246054558271,1.0
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,rice,India,Rice,2019,kg/ha,4083.6,2592.54,,0.625,0.92,0.8666666666666667,0.41950567489618074,0.8433843691956721,0.7099791608572212,0.6977635960437543,0.6923076923076923,0.8705461250610118,1.0
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,rice,India,Rice,2020,kg/ha,4075.7,2592.54,,0.625,0.92,0.8666666666666667,0.41950567489618074,0.8433843691956721,0.7099791608572212,0.6977635960437543,0.7692307692307693,0.8662617278594282,1.0
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,rice,India,Rice,2021,kg/ha,4196.2,2592.54,,0.625,0.92,0.8666666666666667,0.41950567489618074,0.8433843691956721,0.7099791608572212,0.6977635960437543,0.8461538461538461,0.9316123434025705,1.0
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,rice,India,Rice,2022,kg/ha,4257.1,2592.54,,0.625,0.92,0.8666666666666667,0.41950567489618074,0.8433843691956721,0.7099791608572212,0.6977635960437543,0.9230769230769231,0.964640164867943,1.0
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,rice,India,Rice,2023,kg/ha,4322.3,2592.54,,0.625,0.92,0.8666666666666667,0.41950567489618074,0.8433843691956721,0.7099791608572212,0.6977635960437543,1.0,1.0,1.0
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,rice,India,Rice,2010,kg/ha,3358.7,2592.54,,0.0,0.8,0.9666666666666667,0.5583427790387727,0.9107919136787811,0.9901271905110737,0.8545832366203595,0.0,0.47741200715873944,1.0
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,rice,India,Rice,2011,kg/ha,3587.8,2592.54,,0.0,0.8,0.9666666666666667,0.5583427790387727,0.9107919136787811,0.9901271905110737,0.8545832366203595,0.07692307692307693,0.601659526004664,1.0
